well,timepoint_day,cell_roi_id,site_fov,time_index,mask_source,cell_roi_area,total_mcherry_intensity,diffuse_mcherry_integrated_intensity,diffuse_mcherry_mean_intensity,punctate_mcherry_integrated_intensity,puncta_count,puncta_density_per_area,mean_puncta_intensity,median_puncta_area,diffuse_to_punctate_ratio,rupture_like_score,mcherry_metric_interpretation
E05,8,whole_field_foreground,site0_single_neuron_crop,0,stable_channel,5414,117077.0,85960.0,16.252599716186523,31117.0,8,0.0014776505353753877,210.0083122253418,9.5,2.7624771024596693,2.7624771024596693,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
E05,12,whole_field_foreground,site0_single_neuron_crop,1,stable_channel,3083,110689.0,75844.0,25.230871200561523,34845.0,5,0.0016217969504956872,431.52940673828124,15.0,2.1766107044862504,2.1766107044862504,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
E05,16,whole_field_foreground,site0_single_neuron_crop,2,stable_channel,4257,140211.0,110339.0,26.562108993530273,29872.0,7,0.001644350481173514,277.738279070173,9.0,3.6937265665608687,3.6937265665608687,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
F05,8,whole_field_foreground,site0_single_neuron_crop,0,stable_channel,4294,84670.0,63604.0,15.1944580078125,21066.0,3,0.000698649277899709,193.0657958984375,38.0,3.019272761652935,3.019272761652935,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
F05,12,whole_field_foreground,site0_single_neuron_crop,1,stable_channel,6478,94290.0,79076.0,12.494233131408691,15214.0,8,0.0012349490581607056,95.1569676399231,16.5,5.197581174891706,5.197581174891706,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
F05,16,whole_field_foreground,site0_single_neuron_crop,2,stable_channel,6336,145846.0,125348.0,20.233736038208008,20498.0,8,0.0012626262624269844,127.8898344039917,13.5,6.115133183426913,6.115133183426913,screening metric for punctate-to-diffuse reporter redistribution; not rupture proof
