well,time_index,day,local_y_shift,local_x_shift,local_shift_pixels,local_qc_pass
E05,0,8,0.0,0.0,0.0,True
E05,1,12,-1.2000000476837158,2.1500000953674316,2.462214556963078,True
E05,2,16,0.0,0.0,0.0,True
F05,0,8,0.0,0.0,0.0,True
F05,1,12,0.0,0.0,0.0,True
F05,2,16,-2.25,0.05000000074505806,2.2505554870019324,True
