n_puncta,obs_frac_within,null_frac_within,null_frac_std,enrichment,obs_median_dist_um,null_median_dist_um,empirical_p,cell_id,n_z_slices,condition,well,fov,timepoint,plate,file_path
15,0.13333333333333333,0.09,0.0695221787153807,0.043333333333333335,1.4682992807250752,2.4567758738180014,0.417910447761194,7,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
5,0.0,0.004,0.028000000000000004,-0.004,2.1900183916021176,3.5476637790711583,1.0,8,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
22,0.22727272727272727,0.08272727272727272,0.059397804450616855,0.14454545454545453,1.985055485946352,3.5368466434897137,0.024875621890547265,9,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
7,0.0,0.03,0.06482315031164815,-0.03,4.397450334505705,3.8059526340331247,1.0,10,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
10,0.1,0.1465,0.10948858387978173,-0.046499999999999986,1.7879093100416394,1.3439800891481608,0.7960199004975125,11,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
6,0.16666666666666666,0.10916666666666666,0.1275816731875442,0.057499999999999996,2.7730522622423917,2.451056505633284,0.48756218905472637,12,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
11,0.09090909090909091,0.15227272727272728,0.10322786317432514,-0.06136363636363637,3.2368215719883047,1.9013738955686426,0.845771144278607,13,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
9,0.0,0.1461111111111111,0.11789171637618759,-0.1461111111111111,2.3527761380028323,2.808179876220513,1.0,14,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
3,0.3333333333333333,0.39833333333333326,0.2938206179892003,-0.06499999999999995,0.7660323462854243,0.7310392966896547,0.7860696517412935,15,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
9,0.4444444444444444,0.13555555555555557,0.11119996447286047,0.3088888888888889,1.408333333333329,3.2974591411063283,0.01990049751243781,16,11,Control,C17,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z59_PLD_Control/PLD3Control_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C17_F2.nd2
0,,,,,,,,1,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
1,0.0,0.21,0.407308237088326,-0.21,0.6192513401053098,2.2012479627055086,1.0,2,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,3,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
2,0.5,0.1325,0.24226793019299933,0.3675,0.6280076309394794,2.3007492896652852,0.24875621890547264,4,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
6,0.5,0.06999999999999999,0.10847426730181985,0.43,0.3919536821145707,2.085034589723001,0.009950248756218905,5,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,6,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
2,0.5,0.0175,0.10461237976453838,0.4825,4.164159507119116,3.9271742774131018,0.03482587064676617,7,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
6,0.6666666666666666,0.25666666666666665,0.17307673314329558,0.41,0.0541666666666665,1.3839574194758972,0.04477611940298507,8,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
3,1.0,0.2966666666666667,0.2641338044754338,0.7033333333333334,0.0,1.8058550480012696,0.029850746268656716,9,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,10,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
3,0.0,0.105,0.1685806763672647,-0.105,4.021487425208615,3.2697739680782787,1.0,11,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,12,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,13,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,14,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
7,0.8571428571428571,0.11714285714285712,0.12434317226850826,0.74,0.0,2.4819238913047545,0.004975124378109453,15,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
2,1.0,0.1325,0.23705220943918662,0.8674999999999999,0.0,3.3648337425179284,0.01990049751243781,16,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
6,0.5,0.10666666666666666,0.12806248474865697,0.3933333333333333,0.4421233732591192,1.822962885429319,0.024875621890547265,17,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
3,1.0,0.05833333333333333,0.13096861371251425,0.9416666666666667,0.0,4.232957802346663,0.004975124378109453,18,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
3,0.6666666666666666,0.15166666666666664,0.20493223812329336,0.515,0.24224069756247646,1.9206632279841784,0.05970149253731343,19,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,20,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
0,,,,,,,,21,10,KI,C20,2,d7,Plate1,/Users/pmihack/claire/tmem_2026/data/cleaved_tmem_pld3_260821/d7/Z60_PLD_TMEMki/PLD3TMEM106B_Plate1_d7_TMEM561LAMP1640MAP2488DAPI405_C20_F2.nd2
